id,source,lang-source,author,license,sme-reviewed,premium,lang-source-dict
73d98c7b-394e-4372-b89b-f292f17eea86,Aanhangig maken,nl-nl,Rechtspraak,CC0,True,False,"Het starten van een procedure bij de rechter; in een strafproces gebeurt dat door een dagvaarding of een oproep door de officier van justitie, in een civiel proces door een dagvaarding door de eisende partij aan de gedaagde partij of een verzoekschrift aan de rechter."
7cd82dd5-60f7-46ba-b72f-88ec7ec6a6a6,Aanhouden,nl-nl,Rechtspraak,CC0,True,False,"1. In het strafrecht: het feitelijk vasthouden van iemand die er van verdacht wordt een strafbaar feit te hebben begaan. 2. In een civiele of strafprocedure: het uitstel van de behandeling of de beslissing van de rechter. Aanleg De rechterlijke instantie waar de behandeling van een zaak plaatsvindt. De rechtbank is de eerste aanleg, het gerechtshof de tweede aanleg oftewel de hoger beroepsinstantie (of de Centrale Raad van Beroep, College van Beroep voor het bedrijfsleven of de Afdeling bestuur van de Raad van State)."
534db730-cd62-4e64-973a-0c829e94b267,Aanwijzing,nl-nl,Rechtspraak,CC0,True,False,1. Voorschrift hoe het Openbaar Ministerie zijn taak moet vervullen. Er is bijvoorbeeld een aanwijzing over de rol van een officier van justitie bij risicowedstrijden in het betaald voetbal. 2. Officieel bevel van de minister van Justitie aan het Openbaar Ministerie om een zaak op een bepaalde manier af te handelen.
4cdccfe3-9ff1-460a-a2dd-34c0f138704e,Aanzegging,nl-nl,Rechtspraak,CC0,True,False,"Bekendmaking door middel van het uitreiken van een gerechtelijk schrijven, bijvoorbeeld een dagvaarding of een kennisgeving."
2ee86daf-e0a9-4e7d-9ba8-6c342a11961b,Absolute competentie of bevoegdheid,nl-nl,Rechtspraak,CC0,True,False,Bij het uitbrengen van een dagvaarding of het indienen van een verzoekschrift spelen in het algemeen twee vragen een rol. Ten eerste moet altijd worden vastgesteld welke ‘soort’ rechter bevoegd is om een zaak te behandelen. In de meeste gevallen zal het dan gaan om vast te stellen of men bij de ‘gewone’ civiele rechter of bij de kantonrechter moet zijn. Dit is de vraag van de absolute competentie. Ten tweede moet men vaststellen in welk arrondissement de rechter dient te worden benaderd. This is de vraag van de relatieve competentie.
9f1ef287-fe87-436a-99ad-dae6ed106ad8,Administratieve afhandeling,nl-nl,Rechtspraak,CC0,True,False,Procedure om buiten het strafrecht lichte (verkeers ) overtredingen af te handelen.
076c97cd-ec65-4cc2-8839-59010f536663,Administratieve rechtspraak,nl-nl,Rechtspraak,CC0,True,False,Zie: Bestuursrecht.
753a1d1b-5116-4a88-b75b-1d0c25ac9130,Adolescentenstrafrecht,nl-nl,Rechtspraak,CC0,True,False,Het is de toepassing van jeugdstrafrecht op 18 tot 23 jarigen. Zie ook: Jeugdstrafrecht
03b8bfaf-b4bc-420b-b61d-93dee3bd0f48,Advocaat,nl-nl,Rechtspraak,CC0,True,False,Raadsman of raadsvrouw in juridische aangelegenheden. Een advocaat is lid van de Nederlandse Orde van Advocaten.
fbae4a72-7acf-41b0-a99d-637248f2eb85,Advocaat generaal (A G),nl-nl,Rechtspraak,CC0,True,False,1. Vertegenwoordiger van het Openbaar Ministerie OM) bij een gerechtshof. Zijn taak komt overeen met die van de officier van justitie bij de rechtbank. 2. Bij de Hoge Raad: adviseur van de Hoge Raad. Deze advocaat generaal werkt niet voor het Openbaar Ministerie.
fdd9ba3e-54ee-4dcc-a26e-5d5dd7d08699,Akte,nl-nl,Rechtspraak,CC0,True,False,Ondertekend geschrift dat als bewijs kan dienen.
8065caf2-b6cd-4354-bb2d-4aa329582530,Ambtshalve toevoeging,nl-nl,Rechtspraak,CC0,True,False,"Toewijzing door de rechter van een advocaat die kosteloos rechtsbijstand verleent aan verdachten, vreemdelingen of psychiatrische patiënten die in bewaring zijn gesteld (zie ook: Inbewaringstelling) zonder dat zij daartoe zelf een verzoek hoeven indienen."
a23b2bad-3052-402f-aa9c-8394169e6380,Appel,nl-nl,Rechtspraak,CC0,True,False,"Hoger beroep; de mogelijkheid om, als men het niet eens is met een rechterlijke uitspraak, een nieuwe uitspraak van een hogere rechter te vragen. Als een zaak bij de rechtbank heeft gediend en hoger beroep wordt ingesteld, dan wordt de zaak behandeld door het gerechtshof, College van Beroep voor het bedrijfsleven of de Centrale Raad van Beroep. In beroep gaan bij de Hoge Raad heet geen ‘appel’ maar ‘cassatie’."
12c47216-b01f-4285-be88-114339f51987,Appellant,nl-nl,Rechtspraak,CC0,True,False,Degene die in hoger beroep gaat.
8c69fb94-dec9-443b-b255-91d987d5d50f,Arbitrage,nl-nl,Rechtspraak,CC0,True,False,"Vorm van geschilbeslechting waarbij niet de rechter, maar één of meer door de partijen zelf aangewezen scheidsrechters (arbiters) een uitspraak doen. Zie ook: Geschillencommissies."
bf0bba2b-f939-4406-adac-edee14a70b2b,Arrest,nl-nl,Rechtspraak,CC0,True,False,Uitspraak van een gerechtshof of de Hoge Raad in een civiele dagvaardingsprocedure of van een strafzaak.
bd0a5314-2e29-4b5c-9c48-fdb8b7f1a560,Arrondissement,nl-nl,Rechtspraak,CC0,True,False,Rechtsgebied. Nederland is verdeeld in elf arrondissementen. Zie ook: Ressort.
433a021a-6a9b-4b19-817e-770e7965f7f8,Arrondissementsparket,nl-nl,Rechtspraak,CC0,True,False,Het kantoor van het Openbaar Ministerie in een arrondissement. Op het arrondissementsparket werken de officieren van justitie en ondersteunend personeel onder leiding van een hoofdofficier van justitie. De parketten zijn gevestigd in dezelfde steden als de rechtbanken.
4c8cf7f6-6988-4f95-8777-89c85b370b03,Balie,nl-nl,Rechtspraak,CC0,True,False,Aanduiding voor de gehele advocatuur.
1772b644-1eb7-426f-8724-16137b456e1b,Beklag,nl-nl,Rechtspraak,CC0,True,False,De mogelijkheid voor rechtstreeks belanghebbenden om te klagen als door het Openbaar Ministerie is besloten om een strafbaar feit niet (verder) te vervolgen. De beslissing om al dan niet alsnog te vervolgen wordt ter beoordeling aan het gerechtshof voorgelegd.
be0e7881-dc61-4ef5-9f81-d50edd91a510,Belanghebbende,nl-nl,Rechtspraak,CC0,True,False,Iemand die betrokken is bij een besluit of geschil en daar (rechtstreeks) belang bij heeft.
12c18724-16e5-4c01-a6b1-400dc4dd1640,Bemiddeling,nl-nl,Rechtspraak,CC0,True,False,Een alternatieve manier om tot een oplossing van geschillen te komen. Een onafhankelijke deskundige bemiddelaar verleent hulp om partijen tot elkaar te brengen.
2ef3ba5e-1e08-431e-a052-5a2fe078bd85,Benadeelde partij,nl-nl,Rechtspraak,CC0,True,False,Iemand die door een strafbaar feit schade heeft ondervonden. Een benadeelde partij kan zich voegen in het strafproces om als slachtoffer schadevergoeding van de dader te vorderen. Beroep Zie: Hoger beroep.
521fd551-734f-44ef-a24a-8336256e9eed,Beschikking,nl-nl,Rechtspraak,CC0,True,False,"1. In het bestuursrecht: Een beslissing van een overheidsorgaan in een concreet geval, bijvoorbeeld het verlenen van een bouwvergunning. 2. In het civiele recht: een rechterlijke uitspraak in een procedure die begint met een verzoekschrift. Een uitspraak in een procedure die begint met een dagvaarding, heet een vonnis."
68b1033a-987a-4ef1-855b-51f1f660a4e8,Beslag,nl-nl,Rechtspraak,CC0,True,False,"Inbeslagneming van voorwerpen waarmee strafbare feiten zijn gepleegd, bijvoorbeeld omdat ze nodig zijn voor het bewijs of omdat ze gevaarlijk zijn (drugs, wapens), of om de criminele winsten af te romen (geld, auto’s, huizen, jachten). Dit beslag geschiedt in opdracht van de officier van justitie."
610a7e61-1ea4-4379-9382-80ad456f6564,Bestuursorganen,nl-nl,Rechtspraak,CC0,True,False,"Organen die belast zijn met overheidstaken, zoals het College van burgemeester en wethouders of een uitkeringsinstantie als het UWV."
b0e4ae2b-40e8-434f-9039-43b5ef40f5ea,Bestuursrechtspraak,nl-nl,Rechtspraak,CC0,True,False,Rechtspraak die zich bezighoudt met geschillen over besluiten van een overheidsorgaan. De geschillen kunnen zich zowel tussen burgers en bestuursorganen als tussen bestuursorganen onderling afspelen. Bestuursrecht is de moderne benaming voor wat vroeger administratief recht heette.
e1a1c971-79d1-4722-b5f2-eedb921ef269,Betekening,nl-nl,Rechtspraak,CC0,True,False,"Uitreiking van gerechtelijke stukken, zoals een dagvaarding, een oproeping of een vonnis, aan een verdachte, een getuige, een gedaagde partij of belanghebbende."
56537fd3-1475-47d1-a106-82b5636301ab,Bewaring,nl-nl,Rechtspraak,CC0,True,False,Zie: Inbewaringstelling.
a197da9b-8838-4c35-a6b3-09fb6cb5b518,Bewijslast,nl-nl,Rechtspraak,CC0,True,False,De verplichting tot het leveren van bewijs in een proces.
32e24df8-c7ff-41f2-bdef-4b98dec32eab,Bewijsmiddelen,nl-nl,Rechtspraak,CC0,True,False,Middelen die de rechter overtuigen dat een verdachte schuldig is. De rechter gebruikt deze bij de motivering van het vonnis. Een andere term voor ‘bewijsmiddelen’ is ‘bewijsmateriaal’.
2a758f94-f1e7-40bc-be5d-4a98031dbac4,Bodemprocedure,nl-nl,Rechtspraak,CC0,True,False,Term die gebruikt wordt om de normale civiele procedure bij de rechtbank af te zetten tegen het kort geding of de voorlopige voorziening.
e858dc20-554d-4100-a0b2-ff12c84742ff,Burgerlijke rechtspraak,nl-nl,Rechtspraak,CC0,True,False,Zie: Civiele rechtspraak
7a07df86-d3b0-4a1c-ab25-9e8c9c942dc7,"Cassatie, in cassatie gaan",nl-nl,Rechtspraak,CC0,True,False,In beroep gaan bij de Hoge Raad tegen een beslissing van een lagere rechter.
5ce4df6f-6df5-4a50-aeaa-d7b587f479d4,Casseren,nl-nl,Rechtspraak,CC0,True,False,Het vernietigen van een uitspraak van een lagere rechter door de Hoge Raad.
4c887a37-9d03-46cc-9e87-e9eae1ea449e,Cautie,nl-nl,Rechtspraak,CC0,True,False,Mededeling aan de verdachte dat hij het recht heeft om te zwijgen.
21cb851d-104b-4b01-8dad-fc3dcc7d0f19,Centrale Raad van Beroep (CRvB),nl-nl,Rechtspraak,CC0,True,False,"Beroepsinstantie die in hoger beroep beslist in geschillen over sociale verzekeringswetten en ambtenarenzaken, nadat men in beroep is gegaan tegen een uitspraak van de bestuursrechter van de rechtbank."
25def1d5-94e0-4b6e-8ef4-3735bf2b2597,Civiel recht,nl-nl,Rechtspraak,CC0,True,False,"Recht dat betrekking heeft op geschillen tussen burgers onderling, tussen bedrijven onderling of burgers en bedrijven. Het civiel recht wordt ook burgerlijk recht of privaatrecht genoemd."
b3053da2-645c-4e3b-ac0b-54100791fd56,College van Beroep voor het bedrijfsleven (CBb),nl-nl,Rechtspraak,CC0,True,False,"Een bestuursrechterlijk college dat oordeelt over geschillen op het terrein van het sociaal economisch bestuursrecht. Daarnaast is het College de hoger beroepsinstantie voor uitspraken betreffende een aantal wetten, zoals bijvoorbeeld de Mededingingswet en de Telecommunicatiewet."
339be7b6-427b-4683-95df-e14f051a845f,College van procureursgeneraal,nl-nl,Rechtspraak,CC0,True,False,Uit vijf personen bestaand college dat aan het hoofd staat van het Openbaar Ministerie.
0d49ae32-69db-4d60-bb7a-8aae6e4a7834,Comparitie van partijen,nl-nl,Rechtspraak,CC0,True,False,"Het op rechterlijk bevel persoonlijk verschijnen van partijen voor de rechter, meestal om tot een schikking te komen of nadere uitleg te geven in een civiele procedure."
b11d09f8-c0af-49c3-845b-7eaea4a75405,Competentie,nl-nl,Rechtspraak,CC0,True,False,Geeft aan welke rechter bevoegd is voor welk soort zaak. Zie ook: Absolute competentie en Relatieve competentie.
e279fadb-8ca9-4dda-9a1d-36b3a470d46f,Conclusie van antwoord,nl-nl,Rechtspraak,CC0,True,False,Het eerste verweer van de gedaagde tegen hetgeen de eiser stelt in een civiel proces in de dagvaardingsprocedure.
fa36371f-5b51-4d3d-9037-d51837c1338f,Conservatoir beslag,nl-nl,Rechtspraak,CC0,True,False,"Beslag op goederen na toestemming van een rechter, vooruitlopend op een uitspraak over een geschil."
50076cf5-841c-4a06-9702-c31149c9a09a,Contra expertise,nl-nl,Rechtspraak,CC0,True,False,Tegenonderzoek door een deskundige.
97b245b7-4845-4cb4-83f2-3d3e5961537b,Contradictoir,nl-nl,Rechtspraak,CC0,True,False,Zaak op tegenspraak. Dit betekent dat de gedaagde of de verweerder (in het civiel recht) of de verdachte/raadsman van verdachte (in het strafrecht) in de procedure is verschenen en zijn kijk op de zaak heeft kunnen geven.
baaf04ca-a5b6-4cd9-906c-acba4ec73d52,Cumulatie,nl-nl,Rechtspraak,CC0,True,False,In burgerlijk procesrecht: het samenvoegen van meerdere rechtsvorderingen.
343c1ddf-26ab-4188-8715-47d0e566a321,Cumulatieve tenlastlegging,nl-nl,Rechtspraak,CC0,True,False,Dagvaarding waarin aan de verdachte meerdere feiten worden verweten.
573a32db-a36f-4b82-bf33-beebc260c35d,Curator,nl-nl,Rechtspraak,CC0,True,False,1. Persoon die door de rechtbank wordt aangewezen om op te treden namens iemand die handelingsonbekwaam is (onder curatele is gesteld). 2. In faillissementen is de curator degene die het vermogen van degene die failliet is gegaan te gelde maakt en verdeelt over de schuldeisers. 3. In het familie en jeugdrecht wordt een bijzondere curator benoemd om op te komen voor de belangen van een kind als de ouder of voogd dat niet wil of kan doen.
499b0471-3113-4f18-9c6d-03df00e484de,Dading,nl-nl,Rechtspraak,CC0,True,False,Een overeenkomst of schikking tussen partijen waardoor de rechter geen uitspraak meer hoeft te doen. Het is een contract tussen slachtoffer en dader waarin de schade wordt vergoed.
805cd042-ec3b-4268-a212-328638e8d03b,Dader,nl-nl,Rechtspraak,CC0,True,False,(Mede)pleger van een strafbaar feit of degene die het feit heeft uitgelokt.
031780d4-d142-4e56-9b57-400f58aa352e,Dagvaarding,nl-nl,Rechtspraak,CC0,True,False,Oproep om voor het gerecht te verschijnen.
b9902ad0-6b46-4354-97fc-e82723acd33b,Delict,nl-nl,Rechtspraak,CC0,True,False,Strafbaar feit.
eb131771-e8cf-4844-a324-314b834953b5,Derdenverzet,nl-nl,Rechtspraak,CC0,True,False,Bijzonder rechtsmiddel dat iemand kan aanwenden wanneer hij meent benadeeld te zijn door een vonnis dat tussen andere partijen is uitgesproken.
78949713-3e69-4818-becf-1ef61fecdc0d,Descente,nl-nl,Rechtspraak,CC0,True,False,Een bezichtiging door de rechter op de plek waar de oorzaak van het geschil zichtbaar is of waar het geschil zich afspeelt (‘plaatsopneming’). In het strafrecht heet dit een schouw.
e9d28f37-57b1-4400-bfa8-aee52c01e803,Deurwaarder (gerechtsdeurwaarder),nl-nl,Rechtspraak,CC0,True,False,"Een bij koninklijk besluit benoemde openbaar ambtenaar, die belast is met het uitbrengen van dagvaardingen en andere exploten en het verrichten van ontruimingen, inbeslagnemingen en executoriale verkopingen. Een deurwaarder kan ook optreden als proces of rolgemachtigde en rechtsbijstand verlenen."
a0627448-a047-4fe0-a635-9fdc7210bcc5,Discretionaire bevoegdheid,nl-nl,Rechtspraak,CC0,True,False,De vrije beslissingsruimte van de rechter.
e69f2738-ddad-4d31-8363-9b7dd4221b2c,Doodslag,nl-nl,Rechtspraak,CC0,True,False,"Het iemand van het leven beroven zonder dat sprake is van een van tevoren beraamd plan. Wel moet er opzet in het spel zijn, want anders is het hoogstens dood door schuld. De maximumstraf voor doodslag is vijftien jaar gevangenisstraf. Zie ook: Moord."
6ef88b65-8420-4709-baf2-984197d9e90d,Dupliek,nl-nl,Rechtspraak,CC0,True,False,Het antwoord van de gedaagde op de conclusie van repliek door de eiser in de dagvaardingsprocedure (civiele zaken).
519b44c6-326f-4751-9d94-d608c44155ab,Dwangmiddelen,nl-nl,Rechtspraak,CC0,True,False,"1. Middelen die bij een strafrechtelijk onderzoek kunnen worden gebruikt tegen de wil van de verdachte. Bijvoorbeeld: fouilleren, afluisteren, huiszoeking. 2. Pressiemiddelen ter uitoefening van bestuursdwang om naleving van wettelijke voorschriften te bewerkstelligen."
5a1bc543-c12d-4836-8994-21a197b48122,Dwangsom,nl-nl,Rechtspraak,CC0,True,False,Bedrag dat iemand moet betalen als hij niet voldoet aan een verplichting die hem door de rechter is opgelegd. In het bestuursrecht is het een bedrag dat iemand moet betalen als niet voldaan wordt aan de last die door een bestuursorgaan is opgelegd.
287cb5e0-683a-4413-8c9f-e824960cd5fd,Economische politierechter,nl-nl,Rechtspraak,CC0,True,False,"Strafrechter die beslist over economische vergrijpen, zoals overtreding van de winkelsluitingswet of de warenwet."
0b3fc06a-c84b-40e1-85ce-6b2adf058f38,Eed of belofte,nl-nl,Rechtspraak,CC0,True,False,"Plechtige verklaring van een getuige op de zitting dat hij de waarheid zal spreken. Hij is dit verplicht. Als hij opzettelijk een valse verklaring aflegt, maakt hij zich schuldig aan meineed."
6a440374-4803-45d2-ad45-e608ca6745c7,Eenvoudig/enkelvoudig delict,nl-nl,Rechtspraak,CC0,True,False,"Lichtste vorm van een delict, bijvoorbeeld diefstal."
65ab8736-43f7-45a6-8c69-397b8d1e3067,Eerste instantie (eerste aanleg),nl-nl,Rechtspraak,CC0,True,False,Gerecht waar iemand begint met een procedure. Meestal is dat de rechtbank.
8b676611-3481-493b-9ffa-44f4f1af810b,Eerste en enige instantie,nl-nl,Rechtspraak,CC0,True,False,Procedure zonder de mogelijkheid om in beroep te gaan.
ad6ac79d-6dcc-4f37-b89d-3ca1dff5760e,Eis,nl-nl,Rechtspraak,CC0,True,False,Straf die de verdachte volgens de officier van justitie zou moeten krijgen.
72c112d1-f517-4034-8d78-006bb3fa0816,Eiser,nl-nl,Rechtspraak,CC0,True,False,Degene die een (civiele) procedure begint in de dagvaardingsprocedure.
219bfa54-72a2-4002-acbc-2230100a65fe,Elektronisch toezicht,nl-nl,Rechtspraak,CC0,True,False,Door een elektronische chip in een niet te verwijderen enkelband kan op afstand worden gecontroleerd of een veroordeelde zich aan zijn voorwaarden bij een voorwaardelijke straf houdt.
c88906d1-5cd6-4104-854f-1054b3b94199,Enkelvoudige kamer,nl-nl,Rechtspraak,CC0,True,False,"Zitting met één rechter die rechtspreekt (bijvoorbeeld politierechter, kinderrechter, president in kort geding en economische politierechter). Zie ook: Meervoudige kamer."
574ebbda-1366-41fd-a8e9-35b4db30a4ca,Enquête,nl-nl,Rechtspraak,CC0,True,False,Zitting waarin de rechter getuigen hoort in een civiele zaak.
4dcc8734-b6dd-42af-9ffc-58ef9e6433c6,Executie van een vonnis,nl-nl,Rechtspraak,CC0,True,False,"Tenuitvoerlegging van een arrest, vonnis of beschikking, eventueel met behulp van een deurwaarder. Handeling van de deurwaarder om bepaalde voorwerpen of gelden aan de macht van de verliezende partij te onttrekken, zodat daarmee degene die door de rechter in het gelijk is gesteld zijn voorwerpen terugkrijgt of zijn schuld betaald krijgt."
9cb0b4eb-000d-44a8-9106-9d492dfc5f6e,Ex nunc,nl-nl,Rechtspraak,CC0,True,False,"Vanaf nu. Beoordeling ex nunc is een beoordeling vanuit de huidige situatie, niet naar de situatie ten tijde van een gebeurtenis uit het verleden"
d4947fb3-3f90-43df-9adf-964527e07cab,Ex tunc,nl-nl,Rechtspraak,CC0,True,False,Vanaf toen. Beoordeling ex tunc is een beoordeling naar de situatie van toen of vanaf het moment dat de gebeurtenis plaatsvond.
943f9cb0-6433-42c3-ba3c-da789dc2c7d9,Executoriale titel,nl-nl,Rechtspraak,CC0,True,False,"Vorm waarin een afschrift van een rechterlijk vonnis is opgemaakt, zodat de gerechtsdeurwaarder het vonnis ten uitvoer kan leggen. Een vonnis in executoriale vorm begint altijd met de woorden “In naam des konings”."
4312020a-9c9c-4d8d-956e-40c647c23d92,Exploot (of exploit),nl-nl,Rechtspraak,CC0,True,False,"Verzamelnaam voor officiële stukken die uitsluitend door een gerechtsdeurwaarder kunnen worden uitgebracht, bijvoorbeeld een dagvaarding"
702187ca-7719-4660-b464-3cf3435aa245,Formeel recht,nl-nl,Rechtspraak,CC0,True,False,Regels die aangeven op welke wijze een proces moet worden gevoerd.
b7982884-0163-49bf-8c03-2ca7b3ca6480,Forum,nl-nl,Rechtspraak,CC0,True,False,"Gerecht, een rechterlijk college."
